"loc"	"lambda"	"rho"
79	1.21794367069923	0.548410003941679
80	1.19063321192081	0.546095680809078
81	3.2615306962997	1.50572387079126
82	2.98480850488913	1.45649192827604
83	2.60275315265614	1.38928781963161
84	1.70933036563654	1.13342300803721
85	1.90359470403326	0.975378085649662
86	1.44268408372013	0.719437479632307
87	1.21727400516044	0.571414999350579
88	1.18137602729133	0.506365193891547
89	1.31286712965967	0.544371689025321
90	1.23107464922807	0.507188447706216
91	3.68172017411491	1.49769619897981
92	8.84587101278083	1.53424949247586
93	2.53764020603613	1.36211372419445
94	2.17368637616366	1.16146553791237
95	1.85531911107032	0.947197295096481
96	1.61454430213091	0.71994709692535
97	1.48210478874183	0.60959978509804
98	1.24641095934039	0.508941284189726
99	1.4296659211842	0.54496321170286
100	1.36671242325734	0.527805708454293
1	1.07486709692737	1.62838407576043
2	0.932427810117369	1.55374719732677
3	0.950920372787167	1.59347946023958
4	0.744833165125669	1.36756853718445
5	0.6450777390072	1.07360067152989
6	0.472550372429854	0.820791971927775
7	0.34690440122494	0.589978640302535
8	0.346560964970245	0.516237766501102
9	0.354326157954034	0.509283859892839
10	0.337046211203583	0.487189499435311
11	1.04362691478592	1.54070145757585
12	1.06818877774802	1.54011441757034
13	1.17164054131065	1.60991895036206
14	0.966585744652063	1.41996878851794
15	0.769691721434248	1.11422538579442
16	0.517436950602453	0.788387427448058
17	0.430416641665976	0.608655488582501
18	0.449696380864249	0.566614827047824
19	0.384044299272166	0.481061593235684
20	0.389063049471374	0.498558413319422
21	1.3001277979855	1.6097328373146
22	1.18734968857687	1.54163342000247
23	1.17228316013504	1.46538033648749
24	1.05697790226497	1.30541193485715
25	0.944456449419697	1.12219760127386
26	0.591943471308359	0.745339388096246
27	0.433796096380123	0.543521156082562
28	0.504680599113713	0.523292278940748
29	0.466688527995379	0.493974606004809
30	0.457498686226278	0.49977857959297
31	1.39563300986474	1.51539380779667
32	1.32222306332534	1.41690458216325
33	1.42447568069665	1.47320484040171
34	1.17543308421069	1.2661255469704
35	0.950722709380537	0.997172939831518
36	0.751317632252369	0.777499759248166
37	0.659346112090151	0.598241725409766
38	0.644463665296658	0.544817624159252
39	0.540380623626087	0.476374908582646
40	0.540961625651354	0.473076083703882
41	1.6736633666718	1.45137472442195
42	1.57112676220322	1.43622386707487
43	1.44195372816691	1.39925817184033
44	1.27472042298086	1.24794593207288
45	1.05423489936394	0.967588078037455
46	0.96439002599787	0.776969544581392
47	0.802847167200438	0.609865517724152
48	0.736407081438609	0.5274475179117
49	0.736713972779112	0.518020373330943
50	0.767660979679327	0.528605961004663
51	1.97941705434894	1.49766928624791
52	1.73179534124698	1.3922999648603
53	1.68285471995116	1.40330067291835
54	1.4086991324214	1.21623625975969
55	1.16430558800336	0.954103187897674
56	1.00873057101825	0.74612265549717
57	0.944428345472987	0.629719304326705
58	0.840175797230398	0.519456994522174
59	0.865437067671987	0.529442226362035
60	0.884225864191931	0.534995903388462
61	2.65562877113241	1.56062999893059
62	1.95320163241053	1.43009962195211
63	1.78386290501414	1.35351500651025
64	1.72025619005215	1.28837316809889
65	1.44062596260726	1.00427575307603
66	1.24637016307876	0.809689592896866
67	1.17102979137435	0.658424840737258
68	1.05567057062704	0.543295274686546
69	0.837598257722671	0.477459388832763
70	0.882574056412074	0.486225825048665
71	2.94229686193372	1.55237163661264
72	2.3660257636356	1.44628144807203
73	2.18170906854587	1.42436419053469
74	1.86763481842362	1.22369434414757
75	1.55268047399866	0.960231589881939
76	1.2864559408101	0.739641324905751
77	1.19629324277114	0.610224100910543
78	1.2340450702656	0.550418605915426
79	1.19736529409348	0.537353137435978
80	1.09916956753514	0.515592679494969
81	2.77115436722438	1.47803701312492
82	2.4553827358803	1.42890836215529
83	2.23459595630233	1.34483570346365
84	2.01602448535758	1.20544958323302
85	1.69538479975647	0.940814249815833
86	1.40353378455828	0.720390310500223
87	1.33545880716616	0.614654034402495
88	1.28061670026368	0.514874594131163
89	1.30647641813536	0.510338903422876
90	1.23815638455162	0.506600640112662
91	2.63491143403956	1.46021038267716
92	3.54782713660069	1.54614097953735
93	2.21038488542608	1.34706240230727
94	2.40358224509904	1.23506177255593
95	1.87683730023394	0.920375566140271
96	1.42959805019209	0.685043729063408
97	1.32874093367969	0.55834945510671
98	1.28929462320116	0.508894258245956
99	1.4438304889856	0.541185905069775
100	1.48576561482253	0.54606137948691
1	1.41939649253202	1.87152609618054
2	1.09410792955693	1.70590443991577
3	0.864847982909325	1.48820015172557
4	0.750968078579023	1.36743812327855
5	0.525944596080593	1.03005484025169
6	0.36374979282162	0.704561359239918
7	0.345948213493716	0.572606961200727
8	0.280227779762429	0.476592910897532
9	0.336163753297012	0.496453400629628
10	0.369085888437231	0.506035537737352
11	1.46228731790802	1.82692509329424
12	1.31302474552912	1.75421261578804
13	1.09009735367752	1.570731868791
14	0.94210010533689	1.39257951143301
15	0.554142565124746	0.965667749542169
16	0.397454205278639	0.691248849340982
17	0.431684318026734	0.585734466985757
18	0.386091076026086	0.524490821556067
19	0.424004467862015	0.536385918697808
20	0.409106301542492	0.514845072606391
21	1.68750017703884	1.75845073031566
22	1.55088741094334	1.70609735318021
23	1.61147412713423	1.7292705012508
24	1.08916863321329	1.35282049706163
25	0.709883359102168	0.965089951192039
26	0.516203109900136	0.682416918361259
27	0.497327782804935	0.586051377542442
28	0.516215570969269	0.546198550929145
29	0.541980618838229	0.547984300376696
30	0.544477584532244	0.5411868229077
31	1.98917476772663	1.70998517945639
32	1.76613143502245	1.66437650347699
33	1.4936949496608	1.4788801306971
34	1.20510840894487	1.28727448011126
35	0.857223560204786	0.962918836426302
36	0.651928947709792	0.713733920264907
37	0.678654638072461	0.613238898406132
38	0.683924366243521	0.567572866863007
39	0.648704211163895	0.538814264094681
40	0.622541758484704	0.526248087589953
41	2.30070201401142	1.65228498588229
42	1.93544972573294	1.57919472843924
43	1.65024683328914	1.44215867009562
44	1.47751138949567	1.3057894956928
45	0.930942186381725	0.936401423859665
46	0.800847249052	0.712322653040987
47	0.795020134574061	0.62337052697392
48	0.800376283125314	0.563388791935529
49	0.875541604066122	0.568317253160194
50	0.804239438442728	0.544638243078095
51	2.54432731520847	1.56781023592366
52	2.4681549867478	1.61923903634331
53	2.24821747126637	1.5204062212595
54	1.80194611002893	1.35032142056013
55	1.30876806854034	1.02734875777588
56	0.985326996144986	0.754096059448938
57	0.934288645551951	0.630121362727126
58	0.849338008984682	0.521588975376307
59	0.839584866960781	0.509285596725547
60	0.813368911129013	0.50269930453862
61	2.61702923325184	1.53880730753357
62	3.14526250146164	1.58533553694895
63	2.37644342312678	1.43870028055196
64	1.89333576943008	1.24265780519189
65	1.83016726148241	1.07973937552019
66	1.14364050429696	0.723471533862101
67	0.954830251063373	0.583172225717443
68	0.925968059416016	0.50768775061988
69	0.938345960645198	0.507382595854884
70	0.851628938764544	0.489653589769569
71	3.43920531695326	1.52887454700161
72	3.53462524433538	1.52439219070619
73	2.87661926562132	1.44203485613298
74	2.63777936584178	1.31429968469282
75	1.71983554582883	0.976092116205534
76	1.58353353642882	0.805683322362785
77	1.15938818218301	0.58792831680799
78	1.07305993666403	0.510070999602488
79	1.06139321052001	0.495482584543129
80	0.997120079331145	0.475733198534042
81	8.80046374966015	1.55800542843779
82	8.10429340293482	1.57661243384072
83	3.76345427520584	1.42307310118497
84	3.1608111408956	1.28992251899875
85	2.55066452295796	1.04925514090976
86	1.85054298892971	0.807460629090494
87	1.49074198450466	0.630419830320395
88	1.40020756133027	0.555439507316427
89	1.31121698511731	0.526662685645414
90	1.23061598320641	0.5046463034488
91	8.46900208589789	1.53377868572615
92	9.07859202236364	1.56485214044492
93	3.26807976050012	1.35279711220316
94	8.97081805152333	1.29952150667797
95	2.97808021987749	1.05416593866582
96	2.2704786026565	0.805439237626053
97	1.69759420392694	0.624358731551529
98	1.55323589402664	0.561484953236588
99	1.22744583582877	0.486122234237174
100	1.33228420853414	0.502912080398183
1	1.00719951052621	1.59745061706115
2	0.90852923547126	1.55100883177938
3	0.825407147400381	1.5279336745252
4	0.720650560734246	1.42165131069854
5	0.45960712068853	0.927568330227888
6	0.314246559161078	0.648414991205259
7	0.327361652012194	0.58347609919556
8	0.322873287193846	0.525980349028984
9	0.304080764624155	0.47931342626712
10	0.320493325134149	0.487408581289577
11	1.00241521707067	1.52292092367692
12	0.986458217215776	1.52051298443577
13	0.912455902867906	1.47833039696112
14	0.73971243754608	1.26032696153014
15	0.618913755820506	0.984543359881476
16	0.388247855224234	0.681368500290909
17	0.380846009719184	0.558995634639655
18	0.394286130249622	0.533014744698816
19	0.361510123277423	0.484876732071305
20	0.392672095670504	0.514772458751655
21	1.17439619749913	1.47696775335603
22	1.00852289174982	1.40719054989869
23	0.935444886204507	1.34766999813652
24	0.849920164405924	1.23825175539561
25	0.679335543860512	0.921961958152703
26	0.587231000548431	0.724865857194523
27	0.470883990511394	0.546796574050601
28	0.500484844810684	0.532101276421161
29	0.462092417881828	0.495574582418308
30	0.483722080656473	0.524616204570782
31	1.3424444074684	1.438499501867
32	1.43260035236018	1.49950329645679
33	1.49335429586694	1.57454746604463
34	1.04402985343204	1.25608747748652
35	0.85624611477162	0.971480681913287
36	0.76069902513551	0.764929736091864
37	0.57224150401574	0.572169553759419
38	0.487286773284029	0.461803422373637
39	0.426125027325915	0.420544057745483
40	0.49484490862168	0.460983135494187
41	1.82773574069235	1.54117395119281
42	1.60718201979781	1.46878667565506
43	1.5568746978046	1.41266183820061
44	1.23597541189967	1.21863262919731
45	1.17706729753094	1.0192173982047
46	0.895917705146028	0.756250889809406
47	0.736446586661783	0.599872580839939
48	0.638676217295151	0.494669408375806
49	0.705420987120272	0.515320679898425
50	0.712110626577884	0.518719229218266
51	2.06935012051303	1.54349728256831
52	1.90757490261336	1.47715277475815
53	1.85587628598527	1.44529359810027
54	1.59018640306487	1.29723228484234
55	1.3403113087745	1.01145046681187
56	1.05239341295945	0.760363470433238
57	0.807402933592433	0.561808407384719
58	0.728613768987196	0.485196673691584
59	0.847086538097111	0.506192098333666
60	0.840866247860396	0.501496789893685
61	3.54141323912822	1.58950938859221
62	2.22299175678823	1.4582700034755
63	2.16613700130811	1.42384645934422
64	1.7669247251966	1.26511676962861
65	1.59283277641857	1.01091445385179
66	1.33787158157758	0.800944413808205
67	0.890040985899014	0.55564985263058
68	0.924367261413295	0.514470310130965
69	0.974153087998822	0.50808447836011
70	0.926111175458344	0.483878359923597
71	8.50225090124149	1.61499292504767
72	3.24475518617509	1.52683155759884
73	2.80310411973649	1.49536103066737
74	2.1538308383602	1.23531245270266
