"lon"	"lat"	"sd_chi_u95_h20"	"sd_chi_u95_h40"	"sd_chi_u95_h80"	"sd_chi_u95_h160"	"sd_chi_u98_h20"	"sd_chi_u98_h40"	"sd_chi_u98_h80"	"sd_chi_u98_h160"
-95.427962	30.571169	0.0114544074422761	0.0151179079852195	0.0186735617112651	0.0207769331262872	0.015294774023291	0.0197865672201858	0.0235693719654772	0.0246541576967859
-93.557313	30.506303	0.0613004475515119	0.0654650770240798	0.0658284623125719	0.0656203769665062	0.0623253609946997	0.0663774952471058	0.0666955259508092	0.0664825744760127
-92.935267	30.478759	0.0581629847766812	0.0531968316903562	0.0564975112717628	0.0661914258153754	0.0596873899848995	0.056877141541811	0.062421382975388	0.0737718336921869
-92.314124	30.448277	0.0430614748738971	0.0421941936041747	0.0328743722113035	0.0392175319461293	0.0366316605517598	0.0353427800922541	0.0340271925239061	0.055061791758646
-91.074908	30.378564	0.0666010107334624	0.0634617645669944	0.0451661475138283	0.0539372595830748	0.0590283014478641	0.0553123248151005	0.0468233888545215	0.0726720282853491
-90.457012	30.33937	NA	NA	NA	NA	NA	NA	NA	NA
-89.840373	30.297311	NA	NA	NA	NA	NA	NA	NA	NA
-82.568799	29.57836	NA	NA	NA	NA	NA	NA	NA	NA
-81.385227	29.422198	0.0183749486518067	0.0176466459835556	0.0204665742026661	0.0420789806333339	0.0177349732886785	0.0227769764652762	0.0360773742153201	0.0608907151555941
-104.83541	31.02933	NA	NA	NA	NA	NA	NA	NA	NA
-104.209564	31.056198	0.00238805368110137	0.00309438449076898	0.00366791416413579	0.00363381153743283	0.00272545534017329	0.00343656173549618	0.00385970906439141	0.00344820880224789
-103.582926	31.080045	0.00548525655460328	0.00696449254305844	0.00809760649967325	0.00866118498943734	0.00602552791939748	0.0077754438517807	0.00949677768717544	0.0112417322287708
-102.955589	31.100857	0.0077324645209372	0.00996462887480918	0.0119592352440573	0.0138327282362362	0.00920921799652205	0.0121121329099345	0.0151633734810824	0.0182583248392715
-102.327649	31.118624	0.0130290659694366	0.0164245178632287	0.0185291527398597	0.0168091588699436	0.0148296449955659	0.0180891534041263	0.0191430869441841	0.0154880882801984
-101.070336	31.144985	0.015724329342432	0.0198580864764486	0.0224438361549656	0.0206957519858793	0.0183298311429034	0.0224193574742266	0.0238811561191161	0.0200367796560267
-99.811755	31.159072	0.0209369363160072	0.0249847851634457	0.0270080099271091	0.0271554284735434	0.0260958748006838	0.0300260715500885	0.0312378603837742	0.0307327645383098
-93.526796	31.045252	NA	NA	NA	NA	NA	NA	NA	NA
-92.901312	31.017115	NA	NA	NA	NA	NA	NA	NA	NA
-92.276752	30.985978	NA	NA	NA	NA	NA	NA	NA	NA
-91.653209	30.951856	0.0152982666021844	0.020027612451092	0.0248085489564564	0.028979271802405	0.0209418003667217	0.0271043606147595	0.0326395526328128	0.0357923565920943
-91.030774	30.914769	0.014445258782079	0.0180357765323948	0.0216120751790767	0.0271510356666259	0.0178546821284877	0.023268603120106	0.0294323574285686	0.0364980171627241
-90.409536	30.874734	0.023363012783677	0.0152044938576788	0.028892868796067	0.067640082325609	0.0151236727554844	0.0222844500852602	0.0508761495838893	0.0883223059204146
-89.789585	30.831773	0.0458062019612388	0.0549598001002497	0.0568409468777967	0.0472708999049997	0.0531942588751806	0.0612444968061646	0.0594147065035519	0.0461762966555633
-88.553893	30.737166	0.0292023810003397	0.0253005964014717	0.064303051873419	0.0986608601021664	0.0275365839801087	0.0309777121740735	0.0707530092251283	0.104879583717467
-87.938324	30.685568	0.0140233116179192	0.0177235453131669	0.0236343558358366	0.0355930586541538	0.0187363409603402	0.0258052496972884	0.0358214502744985	0.0489724420149293
-87.324385	30.631143	0.0125816170103323	0.0167067370553781	0.0214380552000959	0.0271725498102311	0.0175992166122812	0.0236538107427954	0.0306318429147294	0.0376330731040035
-86.712159	30.573917	0.0103887922119568	0.013927782596716	0.0178514602726907	0.0215846025974555	0.014553462957141	0.0193435725319759	0.0243441827149904	0.0281851240582514
-86.101727	30.51392	0.0144090498537406	0.0185520935400579	0.0227737155037042	0.0278841089501426	0.0185279355841745	0.0244719598677843	0.0310805326806548	0.0378786710844563
-106.124762	31.50379	0.0157338134860823	0.0198597739021364	0.0230834832165675	0.0251596998134536	0.0185218308750716	0.0236322527513778	0.0282267877781555	0.0320021757447527
-105.497284	31.537355	0.0530796558836887	0.0617861938793201	0.0657384594070142	0.0660145852851399	0.0549000624399674	0.0634530047442882	0.0672125667848359	0.067409669497526
-104.868806	31.567867	0.0576023034870949	0.0491602000323097	0.0446461865079972	0.0505201341998312	0.0554542068818362	0.0472354098950066	0.0460920673975067	0.0565159572876217
-104.239421	31.595307	0.0428941169156655	0.037975777011391	0.0299108743341867	0.0465658263921888	0.0373545855693891	0.033346159748988	0.0354982549824804	0.0612084354737713
-103.609224	31.619662	0.0338042300501262	0.0328554153913216	0.0283172177829808	0.0440697956309326	0.028323527730698	0.0286559211220876	0.0338806853452736	0.0585380995273385
-102.978313	31.640918	0.0470998725769463	0.0381547682033713	0.0295319520298977	0.0440928127765422	0.0426286289375911	0.0346506631138784	0.0352637355959568	0.0579816269964025
-102.346783	31.659063	0.0345972089530538	0.0437813900610495	0.0498236262202417	0.0458186471602614	0.0390681271750441	0.0478913919479498	0.0511947842536899	0.0419238037488518
-101.714731	31.674089	NA	NA	NA	NA	NA	NA	NA	NA
-101.082257	31.685987	NA	NA	NA	NA	NA	NA	NA	NA
-100.449458	31.69475	NA	NA	NA	NA	NA	NA	NA	NA
-95.387217	31.651802	0.0098230603913841	0.0130727337968461	0.016503562328517	0.0192100554679505	0.0131012631323842	0.0172937779125376	0.0215044725295416	0.0243280288890667
-94.125313	31.609783	0.00895371505906358	0.0117102593314634	0.0143316274483966	0.0159683825694507	0.0110939987135364	0.014463640312572	0.0176448446350777	0.0195786925715368
-93.495447	31.584127	NA	NA	NA	NA	NA	NA	NA	NA
-92.866432	31.555392	NA	NA	NA	NA	NA	NA	NA	NA
-92.238363	31.523592	0.00283728831185372	0.0036134086400178	0.00416203196383841	0.00391178741132803	0.00321602228684701	0.0039739717257471	0.00430986412917856	0.00361505926405127
-91.611335	31.488746	NA	NA	NA	NA	NA	NA	NA	NA
-90.985441	31.45087	0.0369821439478763	0.0399287297917964	0.0402702801949099	0.0401195288882901	0.0442634542640251	0.0459484321455695	0.0453772044658056	0.0450309376726444
-90.360773	31.409985	NA	NA	NA	NA	NA	NA	NA	NA
-89.115477	31.319278	NA	NA	NA	NA	NA	NA	NA	NA
-88.495027	31.269503	0.0124564262744412	0.0153458561665432	0.0181763408850884	0.0235670240184467	0.0150341963107001	0.0197816356377272	0.0256366475322364	0.0330940152965627
-87.87616	31.216814	0.0188987501825747	0.0248505933788618	0.0309415670154166	0.0362479112730537	0.0260531568876349	0.0337549173906717	0.0405563521515631	0.0440963435020017
-87.25896	31.161239	0.0115289011522081	0.0147538828725552	0.017938917522887	0.0216297163902963	0.0150700118616397	0.0196463493759849	0.0244110198806653	0.0287604450876852
-86.643512	31.102806	NA	NA	NA	NA	NA	NA	NA	NA
-86.029899	31.041545	0.0331797668557343	0.0292285370424824	0.0335478531608849	0.0359629315070241	0.0339043200845955	0.0304778318723368	0.0347639868628344	0.0371118880633959
-83.595393	30.768867	0.0157469772844063	0.0194481952794393	0.021923408778113	0.0236431360614499	0.0178366227897256	0.0224235207808611	0.0264187514258163	0.0301474103816402
-82.992137	30.69396	0.00843166462164477	0.0111083606946214	0.0137574087728082	0.0156937412337569	0.0107918358349441	0.0141531238909546	0.0174008015592495	0.019504652754178
-111.166642	31.656985	NA	NA	NA	NA	NA	NA	NA	NA
-110.547125	31.715414	NA	NA	NA	NA	NA	NA	NA	NA
-109.925851	31.770914	0.0103708107029337	0.0137986064872104	0.0170751242323279	0.0187091167026615	0.0134272659668921	0.0174238474095779	0.0206479223565404	0.0210407638886308
-109.302906	31.823457	0.00625600520880638	0.00843347494170453	0.0108778062190181	0.0130002200457034	0.00877627809481702	0.011651585651642	0.014591844680151	0.0165227561297412
-108.67838	31.873015	0.00428456569452328	0.00574525514208554	0.00731897088103426	0.00851238035977445	0.00568556459437818	0.00749191253875022	0.00923417735963658	0.0101135281951561
-108.052361	31.919562	NA	NA	NA	NA	NA	NA	NA	NA
-107.424941	31.963073	0.0695470776078653	0.0570958093523635	0.0463367745776685	0.0675763316984779	0.0626510126396205	0.051468732536502	0.0525426428711303	0.0819887383386208
-106.796211	32.003526	0.0381838055022108	0.0369734112929437	0.0320989524930178	0.0422349594591557	0.0352724713457908	0.0366053199189002	0.0409816177310327	0.0574412358092373
-106.166266	32.040899	0.0431703030017125	0.0377599870284771	0.0300071285273055	0.0469080542647257	0.0382100121419708	0.03408404826698	0.0359218193478696	0.0600987347637242
-105.5352	32.075171	0.04118103136743	0.0383026600334849	0.0302122373371696	0.043952861174152	0.0355445384378381	0.0333615907056564	0.0346786725095634	0.058560896964626
-104.903109	32.106326	0.0429899348576412	0.0387823331036187	0.0375715558758302	0.0602111889924919	0.0392546632378586	0.0404600588064929	0.0527453512618566	0.0808314420327191
-104.270089	32.134344	0.029978288259542	0.0387260123373694	0.0583135736596391	0.0862318831360169	0.0355878205670052	0.0504230183825508	0.0747533468647042	0.102701361873768
-103.636238	32.159213	0.057554205904756	0.0604922030592774	0.0595599938994745	0.0587945350437127	0.068134240454317	0.0691136905595715	0.0669122826445467	0.0659139975191695
-101.730687	32.21479	NA	NA	NA	NA	NA	NA	NA	NA
-101.094503	32.226939	0.0836406354659907	0.0730542033930022	0.040378249523103	0.0443884532798078	0.0701471931363273	0.0558375529763242	0.0325349437099286	0.0663598147012411
-100.457986	32.235887	0.0113861756458351	0.0155250941161128	0.020273746016492	0.0246072907655096	0.0162349341957619	0.0217333053033322	0.0274577279993946	0.0313933283377015
-99.821237	32.24163	NA	NA	NA	NA	NA	NA	NA	NA
-94.731045	32.172164	NA	NA	NA	NA	NA	NA	NA	NA
-92.198933	32.061119	0.00366479124001573	0.00471978010877857	0.00556927005546075	0.00549746556223568	0.00417770493281272	0.005238133884333	0.00586208027849046	0.00523189325415465
-91.568328	32.025538	NA	NA	NA	NA	NA	NA	NA	NA
-90.310694	31.945122	0.00965155730705122	0.0123335294812331	0.01428583381541	0.0135737978690232	0.0109495835735366	0.0135832729259671	0.0148346592551971	0.0126141753658297
-89.683852	31.90033	0.0131918302672658	0.0167361416691338	0.0191334518949609	0.0177364131419439	0.0149161908726263	0.0183418099290331	0.0197084181758777	0.0162653599888659
-88.43458	31.801694	NA	NA	NA	NA	NA	NA	NA	NA
-87.812328	31.747902	NA	NA	NA	NA	NA	NA	NA	NA
-87.191783	31.691165	0.0162889872419291	0.0216888761461502	0.0272531456857478	0.031300755931641	0.0224172080182363	0.0292643291853297	0.0354596820481808	0.0382103344981045
-86.573031	31.631512	0.0164225660250876	0.0210171341816296	0.0259166827156534	0.0321594150675163	0.0215800602623884	0.0282069994307971	0.035169702618541	0.0413704501579055
-85.956156	31.568974	0.00919394535647116	0.0115078915828839	0.0130780954867018	0.0137055039089937	0.0105483092363377	0.0133028445021135	0.0156051285250804	0.017435495006837
-85.341241	31.503582	0.010747142494037	0.0133391558699657	0.0146647323284642	0.0135234914421354	0.0115189309965228	0.014089959521014	0.0153519287419237	0.0149218106342703
-84.117614	31.364375	0.00931451727389527	0.0119618671838003	0.0141735342940332	0.0151570514082549	0.0115143363823678	0.0146850332674957	0.0172665741407019	0.0183266846732353
-112.477687	32.057916	0.00734756187083877	0.00955251469005929	0.0115939559618662	0.0128899462531482	0.00945814455840314	0.0122060282209355	0.0146406414107027	0.0159046474959386
-111.858619	32.123434	0.0075592728925505	0.00989005429459388	0.0121657357133491	0.013920680980195	0.00987976588538248	0.012911924311922	0.0158794720553103	0.0180435905795578
-111.23758	32.186028	NA	NA	NA	NA	NA	NA	NA	NA
-110.614656	32.245666	0.00850622401488852	0.0111009541417535	0.0138376613427227	0.0170142554926464	0.0110859794601951	0.0148203173924602	0.0191476793878455	0.0237858095110917
-109.989933	32.302316	0.0110771076991969	0.0138496052044431	0.0159718624423515	0.0180656527836962	0.0125199982399179	0.0162403589086972	0.0202739395322796	0.0250565886588429
-109.3635	32.355948	0.0136892889522219	0.0175755669701894	0.021349174173825	0.0254641653094408	0.0171767224931828	0.0223966443556524	0.0278585541819217	0.0334250517790779
-108.735448	32.406535	0.0129806899085879	0.0172652572794814	0.0228777330168001	0.0307931294052322	0.0184332799169036	0.0248993829433572	0.0327018807903594	0.0410853084822662
-108.105867	32.45405	0.0605967817459494	0.0587977990290408	0.0372892325970059	0.0232585349688066	0.0491989853730366	0.0435143725417257	0.0247660056168089	0.0430146213016611
-107.474851	32.498466	0.00314108715075552	0.00407502252911974	0.0048334370268715	0.00478955398932771	0.00356307867095977	0.00450152569172346	0.00505795252007748	0.00451040508826689
-106.842494	32.539761	0.0082168116395122	0.0112855611041135	0.0148339151301661	0.0181322088772384	0.0117236434613868	0.0157542455120462	0.0199733174389369	0.0229069092986163
-106.208891	32.577913	0.00619618761435365	0.00878187128543189	0.0126054170432371	0.0183778595129759	0.0110689129807989	0.0154979342886331	0.0213763648065637	0.0282409817552086
-105.574141	32.612901	0.0131390453284216	0.017494250066945	0.0222380640817565	0.0274509658485893	0.0175897316788527	0.0236300416912015	0.030323869346462	0.0366367940239131
-104.93834	32.644705	0	0	0	0	0	0	0	0
-104.301588	32.673309	0.00601993002116042	0.00842376563556905	0.0112514755570733	0.0139456236127524	0.00879535760883043	0.0119348587436154	0.0151834237094734	0.0172844945639177
-103.663984	32.698697	NA	NA	NA	NA	NA	NA	NA	NA
-100.466746	32.776976	0.0303169789882065	0.0390358985046106	0.0459057625298361	0.0468602233700704	0.0397607414423473	0.0495883575174714	0.0551973294691469	0.0519448230823619
-99.826173	32.782839	0.0639221667786176	0.0669295937228554	0.0649867672773167	0.0650094607761957	0.0715553083243731	0.0733666902732803	0.0712459884318231	0.0717783655233827
-95.983555	32.749237	0.0226624513437536	0.028916261875902	0.0335146601270584	0.0334066081798506	0.0283187157390684	0.0352214364487236	0.0390702060196037	0.0366867541952768
-92.158438	32.598555	0.0389004721021668	0.0369481673872539	0.0302865054694228	0.0343875812187962	0.0352471303186825	0.0342309948774904	0.0343446595375002	0.0467109257848366
-91.524159	32.562232	0.0303288397867188	0.0312300124342572	0.0269189456225372	0.0285744480812048	0.0268425359546573	0.0281060072922017	0.0291324860887529	0.0405096548041065
-90.89107	32.522754	0.0193227697921993	0.022844272016961	0.0247694994350913	0.0298721501024295	0.0203281994982816	0.0256811646446078	0.0320047918885613	0.0417142384842946
-90.259266	32.480142	0.0300591775629108	0.0339302637793657	0.0345172387750634	0.038156857623317	0.0309418440462603	0.036647014261943	0.0420107828318965	0.051472389844349
-87.746789	32.278827	0.0499727052147031	0.0592302640778777	0.0633055224546344	0.0626903961439748	0.0602935158216947	0.0691787360354269	0.0715671299994291	0.0696959610745757
-87.122813	32.220916	0.0372119906230637	0.0464602833158946	0.0513592927035047	0.0449752284827072	0.0420560824271906	0.0506225217677188	0.0521962096980454	0.0404928365527901
-86.500672	32.160029	0.013355620906259	0.0179911391863069	0.0230399141443745	0.0270085470625397	0.0186764085879938	0.0246403374965208	0.0303818805589659	0.0333621786507132
-113.795909	32.441631	0	0	0	0	0	0	0	0
-113.177727	32.514347	NA	NA	NA	NA	NA	NA	NA	NA
-112.55736	32.584152	NA	NA	NA	NA	NA	NA	NA	NA
-111.93489	32.651009	NA	NA	NA	NA	NA	NA	NA	NA
-111.310403	32.714884	NA	NA	NA	NA	NA	NA	NA	NA
-110.683985	32.775744	0.00975527806827964	0.0125358778872102	0.0146540962561883	0.0141541764115286	0.0111046256145037	0.0138638927692099	0.0153088427818445	0.0132705846557625
-110.055725	32.833557	NA	NA	NA	NA	NA	NA	NA	NA
-109.425714	32.888291	0.0115490278808832	0.0154935506410423	0.0197781148717703	0.0231174366941089	0.0156515431327035	0.0206972738380119	0.0257260254434381	0.0287528819241872
-108.794044	32.939918	NA	NA	NA	NA	NA	NA	NA	NA
-108.160808	32.988411	0.024048998432542	0.0325309425881729	0.042754431145125	0.0538506658812462	0.0331964707023522	0.0445249697541586	0.0571349925806263	0.0683041774313312
-107.526102	33.033744	0.00705671646532336	0.00976390280546437	0.0129925089077776	0.0161370568410604	0.0103412322209846	0.0139569699049364	0.0178144170869463	0.0205767592319719
-106.890021	33.075891	0.00833334493857652	0.0109187312067239	0.013377270185573	0.0147452252996965	0.0106477607163448	0.0137893433525313	0.0165433234986975	0.0176368256085807
-106.252665	33.11483	0.00870181114221623	0.0109586474697898	0.0128139047682076	0.0147913668499813	0.0103321133337379	0.0133990757732523	0.0166723775710101	0.020330211138068
-105.614132	33.150541	0.00859363011000635	0.010522484334237	0.0122077058103115	0.0161634500909515	0.00981821148914635	0.013198198664927	0.0179436343971542	0.0249702153564052
-104.974523	33.183003	0.00841067866625175	0.0112596697768733	0.0143520499896849	0.0168764416373003	0.0120553691104996	0.0158328437649832	0.0194638996551419	0.0215072863352379
-104.333939	33.212199	0.00601793410558322	0.00795368317294059	0.00991052993175695	0.0112856825444474	0.00786457596572839	0.0102834765276859	0.0125604481482419	0.0137838776216452
-103.692481	33.238113	0.00526602893138191	0.00688047711710227	0.00836276556796034	0.00905017191495527	0.00652226995896208	0.00841769164414923	0.0100285087502739	0.0105800229045726
-103.050255	33.260731	0.00819483761912987	0.0110134549771929	0.014123569596589	0.0167135669355518	0.0115565292423059	0.0152807574745489	0.0190018843553503	0.0213107751969793
-102.407363	33.28004	0.00929535631853505	0.0122438290412805	0.0152972485148408	0.0180729302507712	0.0123658339422592	0.016358905268122	0.0205828568288487	0.0242587563450349
