"rate"	"range"
2.54385986996988	181.647191082835
2.55150279049849	170.977533845715
2.28622048283432	162.377322812073
2.09600962392506	144.262167388997
1.22931445146514	22.6033141553089
2.46615373831925	176.35543475228
1.21712762548668	14.4283025990612
1.51114101814164	32.0414449828967
1.35127213643864	18.0637470260263
1.35247120324652	22.0696666203476
1.30706153442429	12.876954585513
2.2777744121031	177.345475488209
1.5468541173455	35.7186222375661
1.63356673582803	57.2020987052551
1.53722090425435	47.8802476839045
1.45772652793676	52.0340597699396
1.28976339146811	49.9465351781235
2.07842437081399	147.871456684474
1.16766135208309	15.932652389165
2.12286245544163	162.603777517915
2.59824812625102	166.765930651719
1.41498258224647	17.8349866600529
1.57308175396338	52.1052355716784
1.42997228400782	19.8682416798546
1.34146974107716	28.4736053088565
1.38894501079813	21.2695496994343
1.36576932910566	58.8727545907582
2.71222074625439	209.607371843775
3.30174103489472	190.282097521323
1.62752242347051	59.5726322508055
2.9195647957115	187.38468848266
1.37692324605859	17.9917774670465
1.45640970125169	41.3831712462796
1.44299541924556	29.0872814798421
1.43860288476571	18.8540283774492
1.35298423734048	41.8494159601268
3.81533208719645	280.859292101443
2.66556494942779	230.676268365915
3.397328361001	260.476518295762
2.11559099689033	116.624947807678
1.34593118723933	30.5688712561661
1.40518087075907	34.0938026592049
1.45056760992748	20.3293958654387
1.91054816131998	141.872491791873
2.59311491658423	183.349320756181
1.46773011417162	45.0572240956599
1.53973890384721	55.4946454976181
1.03618431857922	20.6144868556981
1.23934618913336	56.572752677748
1.0812067088068	30.7799954367837
1.44527047825977	51.9390301592649
1.27441414206408	55.2063175100737
3.70329845786391	304.030742588256
1.02017994944708	27.9730844475477
2.99725769306357	243.239434539236
0.952646949196037	15.5884284578012
3.68079022419506	192.783171087365
2.7378701008727	152.822144555006
1.52672938042042	56.3396805926523
1.52448635548524	53.4204458869588
1.00651827252477	23.8036222684559
1.91541465671396	145.196579932878
1.94125574100135	143.368328291998
2.82132961382307	187.032997843659
1.05089235017658	16.1227706600184
1.19197765518723	58.9229991484794
1.10877149206328	54.5240419157993
1.04569372617038	22.0833249255068
1.48407606898536	48.0825369820116
3.34746193903928	300.867682492583
1.36933098080772	38.9722288086522
2.88335790078313	256.232449579901
3.30436928788312	288.125957631851
2.79565212364997	254.020446158289
2.86237696069017	257.53594529692
2.34030768443639	160.052786143519
2.96425375424574	181.967757167396
4.06268050073795	188.417731552807
1.48270330479136	42.0360436103948
1.62328306867516	60.9432653624864
2.47456658003	201.100382386003
1.80056720229095	96.1949781838378
1.34433218065791	40.769269634453
1.19208113945206	39.016511238515
1.11637114324196	17.1092838666247
3.44506910620555	182.494665737681
1.32709515781471	61.2724551990304
2.24025699056766	167.692887788471
2.4677663999878	217.143143779542
2.65744984708484	216.929100060657
2.52757818928416	191.285920056606
2.25342123303562	171.438939956949
1.09063470666297	33.428759483504
1.04094004255083	25.3698615138995
1.0975529284551	32.4050292570305
1.06330146609798	21.8921492964022
1.06177633452353	15.1158807452644
2.98307314892786	298.776223143913
1.65912468375882	33.3536758081512
3.97952187600414	336.040762122535
3.59058987880064	330.58059060834
3.00135582847299	270.115808208892
1.18942033459541	56.9653415288971
4.05146800660745	289.09533675108
3.77805229644389	239.404092832441
1.27308215862513	31.7687621973882
1.42774368847313	18.5257425135023
1.65694093698403	21.6937947443512
1.74415573116858	48.112023739319
1.47353555126028	55.8099101044753
1.28897189293457	37.2983015866202
1.24736526912761	33.0156559123109
2.50401343009855	150.30936191426
2.51809761506559	144.830829223976
1.10611245465043	28.106824116997
1.19404771271086	34.9953420991723
1.30777742852466	65.639235765387
1.17743883627986	17.4130545528036
5.50327525161686	239.561410398044
1.31649342126528	44.0710016078221
1.26208065165906	41.8731470123355
1.28904229947943	56.2861623310664
1.63971016781943	22.0125751881224
1.30988980084703	13.135594751412
2.38638865459916	180.172154970214
1.08129187927989	23.1729007695176
1.11985635189103	47.3371454285292
2.21950427282081	209.257834803127
3.06529559202318	259.213360609449
1.46388753922656	19.7263807742857
3.32802546735792	268.499190914153
1.20093624308356	18.6657667340697
1.13982720124477	43.0191179083851
3.91693482823234	292.162552554868
1.22842751109039	65.168081531779
3.34923275541967	247.102229160818
2.95184246770577	223.570667385715
2.75631922508574	226.154298800223
3.3636790303249	207.26893639761
1.62101766880369	27.6767836099316
1.6034029009752	28.8690565770957
2.61769291405266	167.103116000244
2.43205825367664	131.655039647189
3.05094853633235	185.378603650392
2.67934847399403	169.554266198154
2.80799114170099	185.267798993435
2.9119932208407	194.44168061429
2.92603154511255	212.679339063646
2.91032017868328	247.128294958819
2.35737614347204	234.490376081065
2.40799594865994	229.689728691002
1.18040602014523	36.7255684369844
1.05223359866068	24.6351799948608
1.32273278012872	20.4365249723196
1.27005219917885	53.5152145753783
1.17180326103699	36.1264194487012
1.11537032620751	37.3896900977252
1.13907851502995	19.8098441431344
1.12609296340088	15.3656955674197
2.84192247328747	230.689492813094
4.05161679879351	280.051101596367
2.5926397235946	128.286321123611
1.42963210191361	21.4119845408815
3.20662843797912	153.583268308297
1.32357156793603	53.2677633120857
1.22054428367801	40.8949606697566
2.4066278169249	205.797278136563
1.23654478791013	27.4764690193364
1.46462221518931	45.6850839650273
1.48927666229065	41.4234025765307
2.62199799628888	214.512747306901
3.21086644956864	274.349970521705
3.13933083807515	290.033877960944
3.27533156394579	312.919139803231
1.25082775657091	46.4205571086494
