"coopID"	"long"	"lat"	"elev"
326015	-100.2294	46.6706	548.6
326155	-102.3164	46.3719	772.7
326255	-99.7692	46.5067	603.5
326315	-102.8692	46.5414	804.4
326947	-97.2417	48.9711	240.8
327530	-102.3192	46.8886	752.9
328792	-100.3908	48.3706	451.1
329100	-96.6108	46.3233	291.4
329445	-100.2911	48.6061	449
331072	-82.9694	40.8128	291.1
331152	-80.9981	40.2686	384
331541	-81.9361	41.0517	359.7
331592	-82.9547	39.6106	205.1
331890	-81.8711	40.2403	231.6
332098	-84.3853	41.2778	213.4
332119	-83.0739	40.3175	280.4
332791	-83.6622	41.0461	234.1
333375	-84.65	40.1	312.1
333758	-83.6167	39.2	335.3
333780	-81.15	41.3	374.9
334189	-83.6061	40.6489	303.3
335041	-81.8569	39.6539	231.6
335297	-81.9167	40.55	249.6
335315	-80.8561	40.7692	356.6
336118	-82.6167	41.2667	204.2
336196	-82.2167	41.2667	248.7
336600	-81.9167	39.8386	310.9
336781	-82.8872	38.7569	164.6
338313	-83.1667	41.1167	225.6
338534	-83.2833	40.8333	260.3
338552	-83.7833	40.1	304.8
338769	-80.8167	41.2	274.3
338822	-84.1453	41.5183	228.6
338830	-82.9797	39.1114	170.7
339312	-81.9167	40.7833	310.9
340017	-96.685	34.7864	309.4
340179	-99.3344	34.5903	420.6
340256	-95.615	34.2208	143.3
340292	-97.1294	34.1714	268.2
340548	-96.0261	36.7683	217.9
340593	-100.5308	36.8125	751.3
340908	-102.4806	36.7236	1259.7
341243	-99.6403	36.8003	588.3
341504	-98.5794	35.1756	451.4
341724	-98.3583	36.7747	359.7
341828	-95.5808	36.3225	179.2
342678	-96.3686	34.0003	182.9
342912	-97.8747	36.4194	379.5
342944	-99.8628	35.2164	627.9
343497	-98.3225	35.6267	487.7
343628	-101.6181	36.5914	1008.9
343821	-97.395	35.8161	338.3
343871	-99.3953	35.585	554.7
344055	-97.835	36.0942	357.8
344204	-99.0525	34.9894	474.3
344235	-96.3861	35.0567	260.6
344298	-101.2172	36.8589	912.9
344573	-97.7903	36.7222	318.5
344766	-102.965	36.9031	1325.9
344861	-97.9294	35.8583	320
345063	-98.4572	34.6097	350.5
345509	-99.5017	34.8911	486.2
345779	-96.9767	35.505	281.9
345855	-94.8833	36.8833	245.4
346130	-95.3339	35.7781	157.9
346139	-99.17	36.2283	576.1
346278	-97.0586	36.8914	347.5
346629	-98.315	36.1217	370.3
346638	-96.3033	35.4253	285
346670	-96.025	35.6239	197.2
346926	-97.2814	34.7253	286.5
346935	-96.3472	36.6692	254.5
347012	-97.2897	36.2886	312.4
347254	-94.6264	35.0539	134.1
348501	-97.095	36.1175	272.8
348677	-94.9644	35.9369	259.1
349395	-97.9964	34.1747	278
349422	-98.6986	35.52	493.2
349445	-95.2039	35.4814	167.6
350304	-122.7144	42.2128	532.2
350328	-123.8825	46.1569	2.7
350412	-117.8086	44.8428	1024.4
350694	-121.285	44.0569	1115.6
351055	-124.2453	42.03	15.2
351433	-122.4811	44.3914	292.6
351765	-120.1817	45.2325	865.6
351862	-123.19	44.6342	68.6
351897	-123.0275	43.7917	181.4
351946	-122.1328	42.8967	1973.6
352135	-117.3389	42.9447	1287.8
352406	-123.3275	43.6656	89
352440	-121.1303	45.4539	405.4
352997	-123.1028	45.5247	54.9
353095	-121.2122	43.3936	1404.8
353445	-123.3236	42.4244	283.5
353770	-122.1547	45.4486	228
353827	-119.5639	45.3653	574.5
353847	-119.2636	45.8289	195.1
354003	-121.5175	45.6847	152.4
354506	-121.7814	42.2008	1249.1
354670	-120.3636	42.2139	1456.3
355162	-118.8447	43.265	1255.2
355362	-122.1156	44.1781	450.5
355384	-123.1622	45.2214	47.2
355593	-118.4089	45.9428	295.7
355734	-120.7236	45.4825	570
356032	-124.0556	44.6431	37.2
356073	-124.2436	43.4133	1.8
356426	-120.5403	42.6922	1328.9
356634	-118.8253	45.4756	524.3
356883	-120.8081	44.3022	888.5
356907	-122.5164	42.7342	756.5
357169	-123.3572	42.9506	207.3
357331	-123.3658	43.2131	129.5
358466	-122.07	45.1219	341.4
358494	-123.8728	45.4567	3
358746	-117.8758	45.2081	842.8
358797	-117.2439	43.9814	682.8
358997	-117.5314	45.5722	890.9
360106	-75.4492	40.6508	118.9
361354	-77.6394	39.9353	195.1
362537	-77.2292	39.805	164.6
362682	-80.1825	42.08	222.5
363028	-79.8303	41.4003	309.4
363526	-80.3667	41.4167	344.4
364385	-78.9167	40.3333	370
364896	-76.4667	40.3333	137.2
365915	-75.8583	41.8511	432.8
366233	-80.3619	41.0172	251.5
366689	-75.6167	40.8	125
367029	-75.4464	41.7394	548.6
367322	-75.9319	40.4269	109.7
367477	-78.7497	41.42	414.5
367931	-76.8611	40.7831	128
368449	-77.8672	40.7933	356.6
368596	-75.1906	41.0125	140.2
368905	-76.4431	41.7511	231.6
369050	-79.7192	39.915	291.4
369298	-79.15	41.85	368.8
369408	-77.3894	41.7003	554.1
369464	-75.635	39.9708	114.3
369728	-76.9217	41.2433	158.5
369933	-76.75	39.9167	118.9
370896	-71.5833	41.1667	33.5
374266	-71.5414	41.4906	34.7
376698	-71.4325	41.7219	15.5
380074	-81.6958	33.4925	150
380165	-82.6606	34.5283	243.8
380559	-80.6956	32.3953	7.6
380764	-81.3292	33.3631	98.8
381277	-82.5883	34.0906	161.5
381310	-80.6564	34.2428	42.7
381549	-79.9319	32.78	3
381588	-79.8833	34.7319	42.7
381770	-82.8236	34.6603	251.2
381944	-81.0167	33.9831	73.8
381997	-79.0558	33.8314	6.1
382260	-79.8767	34.3011	45.7
383468	-79.2239	33.3619	3
383747	-82.2239	34.8847	287.4
383754	-82.1711	34.1997	187.5
384690	-80.5972	34.5367	138.1
384753	-79.8283	33.6775	22.9
385017	-82.0219	34.4989	179.5
385200	-81.415	34.1942	216.7
386209	-81.6236	34.2978	145.1
386527	-80.8733	33.4886	54.9
387631	-81.7747	33.9978	146.3
387722	-81.5206	34.635	158.5
388426	-80.2325	33.0367	19.8
388440	-80.3569	33.9364	53.9
388887	-83.0842	34.7483	298.7
389327	-81.0928	34.3739	170.7
389350	-81.0317	34.9381	210.3
389469	-80.8417	32.68	7.6
390020	-98.4131	45.4433	395.3
390043	-99.0631	43.4892	512.1
390128	-97.7853	43.6567	412.4
391392	-96.5917	43.3056	410
391739	-97.7325	44.8817	549.9
391972	-101.8606	43.9611	735.8
392429	-101.5992	45.0481	723.9
392797	-99.6353	45.7644	566.9
392927	-99.1342	45.0364	478.5
393029	-98.07	44.0422	374.9
393217	-99.0719	44.0569	524.3
393832	-99.455	44.5222	576.1
394007	-103.4739	43.4378	1085.1
394037	-97.5242	44.0122	474.9
394516	-99.8628	43.9072	518.2
395456	-98.5825	45.155	396.8
395481	-97.5714	43.2358	403.6
395536	-96.6689	45.2836	349
395891	-100.7078	43.8894	707.1
396170	-100.4175	44.4419	506
396597	-100.2856	44.3814	531
396947	-103.2828	44.115	1051.6
398622	-96.9194	42.7625	362.7
398932	-97.1494	44.9047	532.8
399442	-100.4794	43.4978	664.5
401790	-87.3567	36.5467	116.4
402024	-84.3758	34.9939	442
402108	-89.7	35.5497	117.3
402202	-85.1311	36.0147	551.7
402489	-87.3936	36.0747	237.7
402589	-87.8628	36.4819	144.8
404561	-88.8456	35.6214	121.9
405187	-86.8086	35.4139	239.9
405882	-85.7811	35.6717	286.5
406371	-86.3728	35.9203	163.1
406534	-83.2008	35.9833	315.8
407884	-82.9839	36.4161	413
409155	-86.2089	35.3453	311.5
409219	-89.0317	36.3925	106.7
409502	-87.7592	35.3042	228.6
410120	-99.3017	32.7294	426.7
410144	-98.0678	27.7283	61.3
410174	-103.66	30.3764	1356.4
410493	-99.9764	31.7414	534.9
410498	-103.7403	30.9844	981.5
410639	-97.7061	28.4575	77.7
410832	-98.4286	30.1058	419.1
410902	-98.7347	29.7978	440.1
411000	-102.2564	35.5303	972.6
411048	-96.3972	30.1592	95.4
411138	-98.9456	31.7383	426.7
411528	-99.6328	28.3392	170.7
411772	-95.0717	33.6164	132.6
412015	-97.5122	27.7742	13.4
412019	-96.4747	32.1078	125.9
412121	-101.245	33.6517	917.4
412266	-96.2319	29.0567	21.3
412598	-98.3047	32.0628	447.4
412679	-100.4789	28.7567	247.5
412797	-106.3758	31.8111	1194.2
412906	-99.3508	28.0239	176.8
413063	-98.12	27.1394	42.4
413183	-97.1111	29.6778	158.5
413280	-102.9153	30.9072	926
413420	-97.0592	33.6461	265.2
413734	-96.0983	33.1678	166.1
413873	-96.9397	29.4706	83.8
413992	-99.7456	33.1578	487.7
415018	-98.1847	31.0717	314.6
415196	-94.795	30.0592	10.7
415272	-98.6542	30.7425	310.9
415429	-97.6564	29.6753	121.9
415618	-94.3508	32.5403	107.3
415707	-102.2217	31.1333	757.7
415869	-96.5142	31.7003	161.5
415875	-100.6436	35.7	839.7
416135	-102.7328	34.2192	1167.4
416276	-98.1189	29.7192	208.8
416794	-95.5586	33.6744	165.2
416892	-103.5	31.4167	795.5
417079	-101.7022	34.1892	1027.2
417336	-99.7578	34.2761	488.3
417622	-98.8117	26.3769	52.4
417945	-98.47	29.5333	246.6
418201	-102.6597	32.7136	1016.8
418433	-100.9111	32.71	706.8
418692	-102.0753	36.3372	1125.6
418910	-97.3183	31.0781	193.5
419532	-97.77	32.7483	291.1
420086	-112.4819	37.4403	2145.8
420738	-109.4847	37.6131	1854.7
420788	-109.5578	37.2828	1318
421731	-112.1106	41.5481	1289.3
422101	-112.6519	39.2872	1399
422253	-110.395	40.1678	1682.5
422592	-111.5978	37.7686	1770.9
422726	-111.9353	41.0222	1335
422828	-112.3278	38.9664	1560.6
422996	-109.8611	40.2842	1539.2
423418	-110.1544	38.9906	1240.5
423611	-110.7153	38.3706	1313.1
423809	-111.4261	40.4917	1703.8
424508	-112.5367	37.0286	1493.5
424856	-111.3208	41.825	1822.7
425065	-111.8653	39.5608	1614.8
425186	-111.8033	41.7456	1460
425402	-111.6306	39.2583	1749.6
425477	-112.2292	38.45	1801.4
425733	-109.5458	38.5744	1242.7
425752	-113.9256	37.7981	1664.2
425826	-111.6722	41.0428	1551.4
426135	-111.8319	39.7122	1563
426404	-111.9464	41.2442	1325.9
426601	-112.4419	37.8239	2020.8
426686	-112.8278	37.8497	1828.8
427260	-112.0775	38.7619	1615.4
427516	-113.5611	37.1069	844.3
427559	-111.4161	38.9139	2304.3
427714	-112.1067	39.2453	1619.7
427729	-111.2047	39.6847	2655.4
427909	-111.5042	40.5453	1831.8
428119	-111.6044	40.0797	1438.7
428705	-109.7167	38.9667	1554.2
428771	-112.2975	40.5278	1546.6
428973	-111.8972	40.3597	1370.7
429111	-109.5531	40.4269	1668.5
429382	-114.0358	40.7206	1291.4
429595	-111.1494	41.525	1924.8
429717	-112.9842	37.2083	1234.4
431081	-73.1503	44.4681	100.6
431243	-72.5989	43.3847	256.6
431360	-72.45	43.9833	243.8
431580	-73.2106	43.9572	105.2
432769	-72.8083	44.9094	128
437054	-72.0194	44.42	213.4
437607	-73.3031	44.6264	33.5
437612	-72.9736	44.0725	408.7
440766	-80.4133	37.2017	640.1
440993	-78.2886	37.7092	68.6
441209	-81.3358	37.0925	935.1
441593	-78.5231	38.0325	265.2
442208	-78.9353	38.4553	426.7
442245	-79.3886	36.5869	125
442941	-78.3864	37.3264	137.2
443192	-77.45	38.3167	27.4
444101	-77.2772	37.2992	12.2
444128	-79.8317	37.9969	681.5
444876	-79.4136	37.795	342.9
444909	-77.6928	39.0878	152.4
446139	-76.1922	36.9033	9.1
446626	-82.9967	36.7381	448.1
446712	-78.1203	38.2322	158.5
447338	-79.8961	36.9769	400.8
448062	-79.0903	38.1814	499.9
449151	-76.7039	37.3017	21.3
449263	-78.485	38.9036	205.7
450008	-123.8292	46.9658	3
450587	-122.5114	48.7178	4.6
450729	-122.7928	48.9775	18.3
450945	-122.0036	47.1694	208.8
451233	-121.7561	47.4144	475.5
451276	-122.9528	46.72	56.4
451484	-122.3292	48.9672	19.5
451504	-120.9469	47.1856	585.2
451630	-117.9019	48.5472	474.6
451666	-119.7492	48.5467	707.1
451939	-123.16	47.3706	6.4
452007	-118.1456	47.6503	743.7
452030	-118.0022	46.3153	474.6
452505	-120.54	46.9692	451.1
452675	-122.195	47.9753	18.3
452914	-124.3539	47.9558	106.7
453222	-120.8428	45.8081	499.9
454154	-119.1011	46.2111	118.9
454748	-124.0378	46.3675	7.6
454764	-121.812	46.7492	841.9
454769	-122.9164	46.1506	3.7
455224	-122.2558	47.1358	176.5
455946	-117.8069	48.9114	423.7
456039	-118.6997	47.3286	466.3
456096	-122.8064	48.6117	24.4
456610	-117.5894	46.4686	579.1
456624	-123.4317	48.1139	27.4
456678	-122.7586	48.1161	30.5
456789	-117.1911	46.7564	775.7
456914	-123.73	46.6533	9.1
457059	-118.3772	47.1139	557.8
457267	-117.5931	47.0894	592.8
457458	-122.3	47.65	5.8
457507	-122.2355	48.4958	18.3
457773	-121.8361	47.5414	134.1
457938	-117.5281	47.6217	717.2
458059	-120.7267	48.3511	387.1
458207	-120.0103	46.3236	227.7
458773	-122.6519	45.6778	64
458928	-118.2833	46.1	355.4
459012	-120.0697	47.6478	798.6
459074	-120.315	47.4247	195.1
459238	-118.6775	47.7569	679.7
459376	-120.1936	48.4539	534.9
461220	-80.2206	38.98	443.5
461330	-81.1572	39.2047	231.6
463544	-80.8325	38.9339	216.4
465224	-80.4042	37.8564	701
465626	-80.4647	39.5436	335.3
465707	-77.9844	39.4019	162.8
466867	-79.6658	39.1031	556.6
466989	-80.2	38.6667	877.8
467029	-81.5356	37.5744	390.1
468384	-81.3619	38.8008	287.4
469368	-80.6119	40.2753	201.2
469610	-82.2761	37.6731	231.6
469683	-81.9153	38.5278	186.2
470349	-90.9678	46.5831	198.1
470991	-88.9889	44.8558	329.2
471078	-89.3861	42.6181	240.8
472001	-90.1183	42.6708	292.6
472839	-88.4506	43.7961	231.6
473405	-89.5342	44.1192	331.9
474546	-90.7889	42.8278	317
475017	-87.6522	44.0869	178
475120	-90.1314	44.6319	377
475255	-90.3439	45.1308	448.1
475474	-88.0294	43.0719	221.3
475516	-89.7322	45.8864	488
475808	-90.6383	44.5297	310.9
475932	-88.7189	44.3589	243.8
476208	-87.9539	44.8836	201.2
476330	-88.5581	44.0206	228.6
476718	-89.4342	43.5278	236.2
476827	-91.135	43.0514	200.6
476922	-87.7861	42.7022	181.4
478027	-91.8761	45.8236	335.3
478110	-90.9389	44.9686	332.2
478827	-90.8761	43.5594	382.5
478919	-88.7364	43.1742	251.5
480140	-111.0339	43.7728	1962
480540	-108.0314	44.3789	1169.5
480552	-106.3775	42.6339	1831.8
481675	-104.8167	41.15	1868.4
481730	-104.8219	41.7592	1616.7
481840	-109.0633	44.5219	1549
481905	-104.1533	44.8711	1060.7
482595	-108.9489	43.2281	1699.3
482715	-109.6553	43.5397	2119.9
483100	-110.9508	41.265	2080.3
484065	-109.4767	41.5314	1852.3
485345	-110.3986	44.5619	2398.8
485415	-105.6744	41.3125	2214.7
485830	-104.4811	42.7506	1551.4
486195	-106.2772	43.4131	1481.3
486440	-110.5889	43.8567	2072
486660	-104.2136	43.8581	1315.2
487115	-108.6942	43.2458	1658.1
487240	-104.1583	41.1722	1578.9
487260	-109.8642	42.8797	2193
487388	-108.7592	44.7764	1332
487760	-108.3742	43.0308	1510.3
487845	-109.0653	41.5942	2055
487990	-106.8053	41.4528	2069.6
488160	-106.8383	44.8406	1143
488995	-104.2236	42.0803	1249.1
489615	-104.9492	42.1106	1413.7
489770	-107.9686	44.0108	1237.5
489905	-110.6964	44.9767	1898.9
