"id"	"long"	"lat"
898	-97.143142	38.180891
899	-96.45863	38.168066
900	-95.774621	38.151259
901	-95.091248	38.13048
902	-94.408645	38.105741
903	-93.726944	38.077058
904	-93.046276	38.044447
905	-92.366773	38.007929
906	-91.688562	37.967524
907	-91.01177	37.923256
908	-90.336524	37.875153
909	-89.662946	37.823241
910	-88.991158	37.767551
911	-88.321281	37.708117
912	-87.653431	37.644971
913	-86.987722	37.578151
914	-86.324269	37.507695
915	-85.663181	37.433642
916	-85.004565	37.356035
917	-84.348526	37.274917
918	-83.695166	37.190333
919	-83.044584	37.102329
920	-82.396877	37.010955
921	-81.752137	36.91626
922	-81.110455	36.818293
923	-80.471919	36.717109
924	-79.836611	36.61276
925	-79.204613	36.505301
926	-78.576004	36.394787
927	-77.950857	36.281276
928	-77.329244	36.164824
929	-76.096892	35.923334
930	-121.797288	36.473954
931	-121.178123	36.597148
932	-120.555228	36.717449
933	-119.92867	36.834797
934	-119.29852	36.949131
935	-118.664851	37.060394
936	-118.027741	37.168526
937	-117.38727	37.273473
938	-116.743521	37.375178
939	-116.096583	37.473586
940	-115.446544	37.568645
941	-114.793498	37.660303
942	-114.137542	37.748509
943	-113.478775	37.833214
944	-112.817299	37.914372
945	-112.153221	37.991937
946	-111.486648	38.065863
947	-110.817691	38.13611
948	-110.146466	38.202637
949	-109.473087	38.265406
950	-108.797674	38.324379
951	-108.120349	38.379522
952	-107.441234	38.430803
953	-106.760457	38.478192
954	-106.078144	38.52166
955	-105.394425	38.561181
956	-104.709432	38.596731
957	-104.023297	38.62829
958	-103.336156	38.655838
959	-102.648143	38.679359
960	-101.959396	38.698838
961	-101.270052	38.714263
962	-100.580249	38.725625
963	-99.890127	38.732918
964	-99.199825	38.736136
965	-98.509482	38.735277
966	-97.819239	38.730343
967	-97.129234	38.721336
968	-96.439608	38.708262
969	-95.750498	38.691129
970	-95.062044	38.669946
971	-94.374381	38.644728
972	-93.687647	38.615489
973	-93.001977	38.582247
974	-92.317505	38.545021
975	-91.634362	38.503835
976	-90.95268	38.458713
977	-90.272587	38.409682
978	-89.594211	38.356771
979	-88.917676	38.300011
980	-88.243105	38.239435
981	-87.570618	38.17508
982	-86.900334	38.106981
983	-86.232368	38.03518
984	-85.566832	37.959716
985	-84.903836	37.880633
986	-84.243489	37.797975
987	-83.585893	37.71179
988	-82.93115	37.622124
989	-82.279359	37.529028
990	-81.630614	37.432552
991	-80.985008	37.332749
992	-80.34263	37.229673
993	-79.703564	37.123378
994	-79.067893	37.01392
